locale,lat,lng
"Nez Perce, Idaho",46.2348914,-116.2406975
"Owyhee, Idaho",42.6827359,-116.0622892
"Payette, Idaho",44.0782195,-116.9337711
"Power, Idaho",42.8611574,-112.4420536
"Teton, Idaho",43.7845793,-111.1917625
"Twin Falls, Idaho",42.5558381,-114.4700518
"Valley, Idaho",44.9204669,-115.7926381
"Washington, Idaho",44.3658715,-116.7548607
"Adams, Illinois",39.8653244,-91.1981974
"Alexander, Illinois",37.1670164,-89.3606298
"Bond, Illinois",38.902985,-89.4742177
"Boone, Illinois",42.34849759999999,-88.8263006
"Brown, Illinois",39.9379573,-90.7152749
"Bureau, Illinois",41.35991560000001,-89.4742177
"Calhoun, Illinois",39.1733216,-90.658333
"Carroll, Illinois",42.0385843,-89.9626799
"Cass, Illinois",39.9398601,-90.26200419999999
"Champaign, Illinois",40.1164204,-88.2433829
"Christian, Illinois",39.5672183,-89.3226954
"Clark, Illinois",39.3824189,-87.77633329999999
"Clay, Illinois",38.7279431,-88.55653099999999
"Clinton, Illinois",40.1536479,-88.9645253
"Coles, Illinois",39.5560011,-88.24611829999999
"Cook, Illinois",41.7376587,-87.697554
"Crawford, Illinois",39.0499568,-87.77633329999999
"Cumberland, Illinois",39.2653533,-88.2071598
"De Witt, Illinois",40.1811468,-88.7861844
"DeKalb, Illinois",41.9294736,-88.75036469999999
"Douglas, Illinois",39.7617631,-88.2071598
"DuPage, Illinois",41.8243831,-88.0900762
"Edgar, Illinois",39.71312229999999,-87.77633329999999
"Edwards, Illinois",40.7455683,-89.7489531
"Effingham, Illinois",39.1200418,-88.5433829
"Fayette, Illinois",39.0669568,-89.0179332
"Ford, Illinois",40.736174,-89.029499
"Franklin, Illinois",39.6203259,-90.04400009999999
"Fulton, Illinois",41.8672508,-90.1595705
"Gallatin, Illinois",37.7107751,-88.24611829999999
"Greene, Illinois",39.4029862,-90.37483540000001
"Grundy, Illinois",41.3500531,-88.4016041
"Hamilton, Illinois",40.3964333,-91.3390389
"Hancock, Illinois",40.38493649999999,-91.13530200000001
"Hardin, Illinois",39.1567149,-90.6178994
"Henderson, Illinois",41.0250376,-90.356239
"Henry, Illinois",41.1114249,-89.35647759999999
"Iroquois, Illinois",40.8275356,-87.5819743
"Jackson, Illinois",37.7218304,-89.3226954
"Jasper, Illinois",39.0554965,-88.0900762
"Jefferson, Illinois",38.2267348,-88.86469799999999
"Jersey, Illinois",39.0704754,-90.37483540000001
"Jo Daviess, Illinois",42.3148804,-90.2244662
"Johnson, Illinois",37.42037639999999,-88.90306
"Kane, Illinois",41.987884,-88.4016041
"Kankakee, Illinois",41.1200325,-87.8611531
"Kendall, Illinois",41.5507043,-88.4403883
"Knox, Illinois",40.8776411,-90.2244662
"LaSalle, Illinois",41.3621503,-89.0418249
"Lake, Illinois",38.1115261,-88.9701082
"Lawrence, Illinois",42.4411294,-88.6412113
"Lee, Illinois",41.7950293,-88.9414786
"Livingston, Illinois",40.8688604,-88.55653099999999
"Logan, Illinois",40.061338,-89.3226954
"Macon, Illinois",39.7128155,-88.9970218
"Macoupin, Illinois",39.2375268,-89.9253233
"Madison, Illinois",38.6825502,-90.1570536
"Marion, Illinois",37.7306054,-88.9331256
"Marshall, Illinois",39.3914252,-87.6936384
"Mason, Illinois",40.2271003,-89.9253233
"Massac, Illinois",37.2478298,-88.7493998
"McDonough, Illinois",40.3885122,-90.6773046
"McHenry, Illinois",42.333355,-88.2667534
"McLean, Illinois",40.3144833,-89.16980900000001
"Menard, Illinois",37.9169037,-89.8399815
"Mercer, Illinois",41.1985037,-90.6773046
"Monroe, Illinois",38.2742526,-90.1869644
"Montgomery, Illinois",41.730585,-88.3459048
"Morgan, Illinois",39.7341219,-90.2244662
"Moultrie, Illinois",39.6020543,-88.59517509999999
"Ogle, Illinois",41.9969811,-89.3226954
"Peoria, Illinois",40.6936488,-89.5889864
"Perry, Illinois",39.7831031,-90.74540619999999
"Piatt, Illinois",40.0543526,-88.55653099999999
"Pike, Illinois",39.5662363,-90.8294002
"Pope, Illinois",37.417132,-88.59517509999999
"Pulaski, Illinois",37.2136615,-89.2059111
"Putnam, Illinois",41.1850275,-89.396345
"Randolph, Illinois",38.0629321,-89.77553379999999
"Richland, Illinois",38.7212791,-88.0900762
"Rock Island, Illinois",41.5094771,-90.5787476
"Saline, Illinois",37.7149675,-88.55653099999999
"Sangamon, Illinois",39.7337353,-89.62516459999999
"Schuyler, Illinois",40.1844543,-90.6393702
"Shelby, Illinois",39.3980704,-88.86469799999999
"St. Clair, Illinois",38.40081199999999,-89.9253233
"Stark, Illinois",41.0795661,-89.81303559999999
"Stephenson, Illinois",42.31448899999999,-89.62516459999999
"Tazewell, Illinois",40.5522078,-89.4742177
"Union, Illinois",40.1092101,-88.2272225
"Unknown, Illinois",41.7091125,-87.802995
"Vermilion, Illinois",40.122469,-87.697554
"Wabash, Illinois",38.4226484,-87.8156715
"Warren, Illinois",42.4963957,-89.98956810000001
"Washington, Illinois",40.7036482,-89.4073123
"Wayne, Illinois",41.9508336,-88.242369
"White, Illinois",38.0501137,-88.24611829999999
"Whiteside, Illinois",41.7605503,-89.8505012
"Will, Illinois",41.5054724,-88.0900762
"Williamson, Illinois",37.7183241,-88.86469799999999
"Winnebago, Illinois",42.2661311,-89.2412202
"Woodford, Illinois",40.7128889,-89.1705998
"Adams, Indiana",40.7249237,-84.8984775
"Allen, Indiana",41.0932622,-85.02334599999999
"Bartholomew, Indiana",39.206801,-85.8895551
"Benton, Indiana",40.644786,-87.3413599
"Blackford, Indiana",40.49927840000001,-85.31362179999999
"Boone, Indiana",40.0106163,-86.49965460000001
"Brown, Indiana",39.1749729,-86.17517590000001
"Carroll, Indiana",40.542415,-86.5400674
"Cass, Indiana",40.8199089,-86.3376761
"Clark, Indiana",38.4492903,-85.7256372
"Clay, Indiana",39.36862199999999,-87.14228949999999
"Clinton, Indiana",39.6569817,-87.3980741
"Crawford, Indiana",38.3054548,-86.4592091
"Daviess, Indiana",38.7020241,-87.14228949999999
"DeKalb, Indiana",41.4138928,-85.02334599999999
"Dearborn, Indiana",39.1713075,-84.981754
"Decatur, Indiana",40.830603,-84.9291329
"Delaware, Indiana",40.2583533,-85.39627689999999
"Dubois, Indiana",38.4453945,-86.8041574
"Elkhart, Indiana",41.6819935,-85.9766671
"Fayette, Indiana",39.5920377,-85.14793639999999
"Floyd, Indiana",38.2869276,-85.8895551
"Fountain, Indiana",40.22271970000001,-87.3347575
"Franklin, Indiana",39.4806055,-86.0549863
"Fulton, Indiana",40.9472635,-86.2627772
"Gibson, Indiana",38.3338249,-87.5791287
"Grant, Indiana",40.4730605,-85.684578
"Greene, Indiana",39.0321796,-86.9824288
"Hamilton, Indiana",41.53366159999999,-84.9127396
"Hancock, Indiana",39.8249915,-85.84862360000001
"Harrison, Indiana",38.1701136,-86.17517590000001
"Hendricks, Indiana",39.8064942,-86.5400674
"Henry, Indiana",39.9704844,-85.35496499999999
"Howard, Indiana",40.4482767,-86.1344697
"Huntington, Indiana",40.8831011,-85.49747599999999
"Jackson, Indiana",38.8794321,-86.05296039999999
"Jasper, Indiana",38.3914418,-86.9311094
"Jay, Indiana",40.4465288,-85.02334599999999
"Jefferson, Indiana",40.27944,-86.58999999999999
"Jennings, Indiana",38.9914998,-85.684578
"Johnson, Indiana",38.277823,-87.74586099999999
"Knox, Indiana",41.2958751,-86.6250139
"Kosciusko, Indiana",41.2864679,-85.84862360000001
"LaGrange, Indiana",41.641717,-85.4166467
"LaPorte, Indiana",41.611143,-86.7227195
"Lake, Indiana",41.7610839,-85.831986
"Lawrence, Indiana",39.8386516,-86.0252612
"Madison, Indiana",38.7358933,-85.37995769999999
"Marion, Indiana",40.5583739,-85.6591442
"Marshall, Indiana",39.8480969,-87.18779010000002
"Martin, Indiana",38.6937856,-86.8220341
"Miami, Indiana",40.77009899999999,-86.05296039999999
"Monroe, Indiana",39.1851445,-86.49965460000001
"Montgomery, Indiana",38.66254929999999,-87.0461181
"Morgan, Indiana",39.51168089999999,-86.3376761
"Newton, Indiana",40.9703076,-87.42075179999999
"Noble, Indiana",41.4277391,-85.35496499999999
"Ohio, Indiana",38.9417259,-84.9609464
"Orange, Indiana",38.5169004,-86.49965460000001
"Owen, Indiana",39.3603429,-86.8220341
"Parke, Indiana",39.69929459999999,-87.14228949999999
"Perry, Indiana",38.0159043,-86.6611083
"Pike, Indiana",40.1242062,-86.4819461
"Porter, Indiana",41.6163803,-87.0747971
"Posey, Indiana",38.0020359,-87.89424509999999
"Pulaski, Indiana",40.9957383,-86.8220341
"Putnam, Indiana",39.690997,-86.8220341
"Randolph, Indiana",40.12045320000001,-85.02334599999999
"Ripley, Indiana",39.0986811,-85.2308414
"Rush, Indiana",39.6481768,-85.52002399999999
"Scott, Indiana",38.7008005,-85.7256372
"Shelby, Indiana",41.1953592,-87.3479261
"Spencer, Indiana",39.2867117,-86.7625058
"St. Joseph, Indiana",41.6228085,-86.3376761
"Starke, Indiana",41.2715616,-86.6207943
"Steuben, Indiana",41.6115471,-84.981754
"Sullivan, Indiana",39.0953199,-87.4058525
"Switzerland, Indiana",38.8419394,-85.0649071
"Tippecanoe, Indiana",40.34697310000001,-86.8220341
"Tipton, Indiana",40.2822598,-86.04109799999999
"Union, Indiana",39.1677028,-86.5237071
"Vanderburgh, Indiana",38.0806099,-87.5791287
"Vermillion, Indiana",39.8512139,-87.48020679999999
"Vigo, Indiana",39.4165382,-87.42075179999999
"Wabash, Indiana",40.797821,-85.8205411
"Warren, Indiana",40.6828226,-85.4271952
"Warrick, Indiana",38.0736703,-87.2618328
"Washington, Indiana",38.65921520000001,-87.172789
"Wayne, Indiana",39.831882,-84.981754
"Wells, Indiana",40.7778348,-85.1894045
"White, Indiana",40.6765551,-86.9824288
"Whitley, Indiana",41.1136133,-85.52002399999999
"Adair, Iowa",41.50043,-94.6433504
"Adams, Iowa",41.0652066,-94.6863782
"Allamakee, Iowa",43.2430754,-91.44346900000001
"Appanoose, Iowa",40.6806102,-92.8577105
"Audubon, Iowa",41.7180421,-94.93248679999999
"Benton, Iowa",42.1387249,-92.0665197
"Black Hawk, Iowa",42.447804,-92.38136209999999
"Boone, Iowa",42.0597047,-93.8802273
"Bremer, Iowa",42.76108199999999,-92.38136209999999
"Buchanan, Iowa",42.4566006,-91.9099238
"Buena Vista, Iowa",42.6705452,-95.1432068
"Butler, Iowa",42.7502186,-92.8577105
"Calhoun, Iowa",42.3785903,-94.645035
"Carroll, Iowa",42.0655986,-94.86727929999999
"Cass, Iowa",41.2538068,-94.976654
"Cedar, Iowa",41.2122326,-92.525745
"Cerro Gordo, Iowa",43.1543186,-93.20296750000001
"Cherokee, Iowa",42.7496413,-95.55154309999999
"Chickasaw, Iowa",43.0724667,-92.38136209999999
"Clarke, Iowa",41.01778360000001,-93.7841503
"Clay, Iowa",43.1368038,-95.1432068
"Clayton, Iowa",42.9038759,-91.1473518
"Clinton, Iowa",41.8444735,-90.1887379
"Crawford, Iowa",42.034686,-95.3102505
"Dallas, Iowa",41.6120022,-93.9878427
"Davis, Iowa",40.6913838,-92.38136209999999
"Decatur, Iowa",40.7419443,-93.83383459999999
"Delaware, Iowa",42.4752682,-91.34542139999999
"Des Moines, Iowa",41.5868353,-93.6249593
"Dickinson, Iowa",43.4049388,-95.18492189999999
"Dubuque, Iowa",42.50226610000001,-90.66546749999999
"Emmet, Iowa",43.34943,-94.6863782
"Fayette, Iowa",42.84192549999999,-91.8021071
"Floyd, Iowa",43.1277502,-92.7363031
"Franklin, Iowa",40.6680932,-91.5112673
"Fremont, Iowa",41.2125116,-92.4354648
"Greene, Iowa",42.8958066,-92.80241579999999
"Grundy, Iowa",42.4369506,-92.8577105
"Guthrie, Iowa",41.7530909,-94.479976
"Hamilton, Iowa",41.1699246,-92.90348759999999
"Hancock, Iowa",41.3901703,-95.3633591
"Hardin, Iowa",43.0802588,-91.4843083
"Harrison, Iowa",41.6933855,-95.81428849999999
"Henry, Iowa",41.0283603,-91.5983959
"Howard, Iowa",43.3819496,-92.38136209999999
"Humboldt, Iowa",42.7208047,-94.2152402
"Ida, Iowa",42.3418685,-95.4777811
"Iowa, Iowa",41.8780025,-93.097702
"Jackson, Iowa",42.1560699,-90.52578229999999
"Jasper, Iowa",41.6414924,-93.0175712
"Jefferson, Iowa",42.0172457,-94.3774232
"Johnson, Iowa",41.6698982,-91.5983959
"Jones, Iowa",42.1516737,-91.13530200000001
"Keokuk, Iowa",40.4044731,-91.3963966
"Kossuth, Iowa",43.25133839999999,-94.2333355
"Lee, Iowa",40.70686630000001,-91.44346900000001
"Linn, Iowa",42.0659844,-91.67606909999999
"Louisa, Iowa",41.19330009999999,-91.28910359999999
"Lucas, Iowa",41.0274991,-93.4599348
"Lyon, Iowa",43.3954333,-96.15269850000001
"Madison, Iowa",41.2922367,-93.9878427
"Mahaska, Iowa",41.32958800000001,-92.6983868
"Marion, Iowa",42.033279,-91.5968958
"Marshall, Iowa",42.0407088,-92.9375739
"Mills, Iowa",41.0624496,-95.6457951
"Mitchell, Iowa",43.3216363,-92.86686209999999
"Monona, Iowa",43.0516494,-91.38930409999999
"Monroe, Iowa",41.5208256,-93.1038129
"Montgomery, Iowa",41.0438839,-95.18492189999999
"Muscatine, Iowa",41.424473,-91.0432051
"OBrien, Iowa",43.1131245,-95.6457951
"Osceola, Iowa",41.0342618,-93.766759
"Page, Iowa",40.7635099,-95.1432068
"Palo Alto, Iowa",43.1580878,-94.645035
"Plymouth, Iowa",43.2446852,-93.1215924
"Pocahontas, Iowa",42.7355299,-94.66914670000001
"Polk, Iowa",41.6278423,-93.5003454
"Pottawattamie, Iowa",41.3911501,-95.4777811
"Poweshiek, Iowa",41.6530119,-92.539603
"Ringgold, Iowa",40.7973811,-94.315422
"Sac, Iowa",42.3573517,-95.1432068
"Scott, Iowa",41.6393199,-90.6393702
"Shelby, Iowa",41.5161017,-95.45027999999999
"Sioux, Iowa",42.4963416,-96.40494079999999
"Story, Iowa",42.1040438,-93.5003454
"Tama, Iowa",41.9627392,-92.576753
"Taylor, Iowa",40.7846069,-94.645035
"Union, Iowa",41.6629359,-91.5378966
"Unknown, Iowa",41.6626963,-91.5548998
"Van Buren, Iowa",40.7001158,-91.9099238
"Wapello, Iowa",41.18141929999999,-91.1854273
"Warren, Iowa",41.30805489999999,-93.5003454
"Washington, Iowa",41.30140770000001,-91.69164169999999
"Wayne, Iowa",40.6677356,-93.33889169999999
"Webster, Iowa",42.3974963,-94.15137639999999
"Winnebago, Iowa",43.3481922,-93.66232389999999
"Winneshiek, Iowa",43.2362611,-91.9099238
"Woodbury, Iowa",42.3166158,-95.9832577
"Worth, Iowa",43.3580686,-93.33889169999999
"Wright, Iowa",42.7273744,-93.66232389999999
"Anderson, Kansas",38.2809328,-95.3102505
"Atchison, Kansas",39.5630521,-95.12163559999999
"Barber, Kansas",37.0349358,-95.6184765
"Barton, Kansas",38.3613844,-98.7651482
"Bourbon, Kansas",37.7957092,-94.81059549999999
"Brown, Kansas",39.770047,-95.4777811
"Butler, Kansas",37.8649441,-96.83509989999999
"Chase, Kansas",38.355011,-98.3495111
"Chautauqua, Kansas",37.0203354,-96.17665590000001
"Cherokee, Kansas",37.3458874,-94.80885040000001
"Cheyenne, Kansas",39.7877848,-101.7979613
"Clark, Kansas",37.3158895,-99.8124935
"Clay, Kansas",39.34791999999999,-97.179026
"Cloud, Kansas",39.4795571,-97.69822719999999
"Coffey, Kansas",38.2570639,-95.81428849999999
"Comanche, Kansas",37.1894543,-99.2785583
"Cowley, Kansas",37.2660235,-96.9209135
"Crawford, Kansas",37.45579900000001,-94.81059549999999
"Dickinson, Kansas",38.85059770000001,-97.179026
"Doniphan, Kansas",39.641667,-95.080556
"Douglas, Kansas",38.9107835,-95.26844369999999
"Edwards, Kansas",38.8993448,-94.72606979999999
"Ellis, Kansas",38.9380662,-99.56066690000002
"Ellsworth, Kansas",38.7305648,-98.22811259999999
"Finney, Kansas",38.0625252,-100.8903099
"Ford, Kansas",37.3401215,-95.2509407
"Franklin, Kansas",37.5244779,-94.70495919999999
"Geary, Kansas",38.9984685,-96.79223549999999
"Gove, Kansas",38.9590176,-100.4877663
"Grant, Kansas",37.6747425,-95.16406049999999
"Gray, Kansas",37.6840811,-100.439656
"Greenwood, Kansas",37.9025905,-96.15269850000001
"Hamilton, Kansas",37.9794705,-96.1641647
"Harper, Kansas",37.2866863,-98.02589449999999
"Harvey, Kansas",38.0025215,-97.35165579999999
"Haskell, Kansas",38.938797,-95.2328993
"Hodgeman, Kansas",38.1429747,-99.99122539999999
"Jackson, Kansas",39.4241422,-95.81428849999999
"Jefferson, Kansas",39.2827652,-95.3102505
"Jewell, Kansas",39.671399,-98.153661
"Johnson, Kansas",38.845412,-94.8520636
"Kearny, Kansas",38.0281402,-101.2523792
"Kiowa, Kansas",37.0172493,-98.48535389999999
"Labette, Kansas",37.2306195,-95.18357879999999
"Lane, Kansas",38.4397392,-95.0821916
"Leavenworth, Kansas",39.3111112,-94.9224637
"Linn, Kansas",39.6800019,-97.08419180000001
"Lyon, Kansas",38.4078037,-96.15269850000001
"Marion, Kansas",38.3483493,-97.017245
"McPherson, Kansas",38.3708415,-97.66420869999999
"Meade, Kansas",37.2855796,-100.3401456
"Miami, Kansas",38.6381689,-94.81059549999999
"Mitchell, Kansas",39.443669,-98.2212979
"Montgomery, Kansas",37.240253,-95.81428849999999
"Morris, Kansas",38.7144832,-96.663812
"Morton, Kansas",37.1333387,-101.7979613
"Nemaha, Kansas",39.7451077,-95.9832577
"Neosho, Kansas",37.6045688,-95.3102505
"Ness, Kansas",38.4769509,-99.99122539999999
"Norton, Kansas",39.8338946,-99.89151129999999
"Osage, Kansas",38.6009003,-95.6457951
"Osborne, Kansas",39.4388993,-98.6947949
"Ottawa, Kansas",38.615768,-95.2686366
"Pawnee, Kansas",38.2017581,-99.2785583
"Phillips, Kansas",39.766638,-99.3673084
"Pottawatomie, Kansas",39.3976344,-96.3226072
"Pratt, Kansas",37.6439071,-98.73759109999999
"Reno, Kansas",39.02135579999999,-95.1223608
"Republic, Kansas",39.9236213,-97.82170959999999
"Rice, Kansas",38.2808698,-98.2212979
"Riley, Kansas",39.29888529999999,-96.8308436
"Rooks, Kansas",39.3638509,-99.2785583
"Saline, Kansas",38.8174853,-97.69822719999999
"Scott, Kansas",38.562531,-100.8903099
"Sedgwick, Kansas",37.9166784,-97.422541
"Seward, Kansas",37.221014,-100.8903099
"Shawnee, Kansas",39.02284849999999,-94.7151865
"Sheridan, Kansas",39.3470831,-100.439656
"Sherman, Kansas",39.29821889999999,-101.7979613
"Smith, Kansas",39.7333849,-98.7481167
"Stafford, Kansas",37.9622371,-98.60063749999999
"Stanton, Kansas",38.5675368,-94.99744609999999
"Stevens, Kansas",37.186894,-101.2523792
"Sumner, Kansas",37.2236052,-97.6114217
"Trego, Kansas",38.9900316,-99.8124935
"Unknown, Kansas",39.11553139999999,-94.62678729999999
"Wabaunsee, Kansas",39.1461086,-96.346109
"Washington, Kansas",39.8180592,-97.0508605
"Wilson, Kansas",38.8250106,-98.4753437
"Woodson, Kansas",37.9197853,-95.81428849999999
"Wyandotte, Kansas",39.0986811,-94.7691586
"Adair, Kentucky",37.076403,-85.31362179999999
"Allen, Kentucky",37.6100457,-82.7279705
"Anderson, Kentucky",37.998648,-84.981754
"Ballard, Kentucky",37.0359869,-89.0179332
"Barren, Kentucky",36.9676836,-85.84862360000001
"Bath, Kentucky",38.1068164,-83.7199136
"Bell, Kentucky",36.741122,-83.63484299999999
"Boone, Kentucky",38.9940572,-84.7315563
"Bourbon, Kentucky",38.22448199999999,-85.575899
"Boyd, Kentucky",38.3833265,-82.6915429
"Boyle, Kentucky",37.6526034,-84.8150781
"Bracken, Kentucky",38.7117016,-84.05902900000001
"Breathitt, Kentucky",37.5359616,-83.33618799999999
"Breckinridge, Kentucky",37.7982002,-86.4592091
"Bullitt, Kentucky",37.9842107,-85.684578
"Butler, Kentucky",38.7864569,-84.36965939999999
"Caldwell, Kentucky",37.1501019,-87.89424509999999
"Calloway, Kentucky",36.6402766,-88.28504199999999
"Campbell, Kentucky",38.8951891,-84.3962535
"Carlisle, Kentucky",38.3120197,-84.027427
"Carroll, Kentucky",38.6748355,-85.0649071
"Carter, Kentucky",38.3204714,-83.03613759999999
"Casey, Kentucky",37.3157449,-84.8984775
"Christian, Kentucky",38.3390195,-82.9467268
"Clark, Kentucky",37.959945,-84.14351359999999
"Clay, Kentucky",37.4767119,-87.8200159
"Clinton, Kentucky",36.6672813,-88.9933965
"Crittenden, Kentucky",38.7845959,-84.60324039999999
"Cumberland, Kentucky",36.9781475,-82.9884955
"Daviess, Kentucky",37.7307984,-87.10237459999999
"Edmonson, Kentucky",37.1941682,-86.21584969999999
"Elliott, Kentucky",38.1575088,-83.12200740000002
"Estill, Kentucky",37.6975384,-83.9744262
"Fayette, Kentucky",38.06064780000001,-84.4802606
"Fleming, Kentucky",38.3987633,-83.67739279999999
"Floyd, Kentucky",37.5455463,-82.7778579
"Franklin, Kentucky",36.722263,-86.57721769999999
"Fulton, Kentucky",36.5042277,-88.8742259
"Gallatin, Kentucky",38.7295069,-84.87763919999999
"Garrard, Kentucky",37.6413234,-84.56414699999999
"Grant, Kentucky",38.6565245,-84.6479124
"Graves, Kentucky",36.6887728,-88.7108964
"Grayson, Kentucky",38.3325812,-82.9485023
"Green, Kentucky",36.9685219,-86.4808043
"Greenup, Kentucky",38.5731349,-82.83016769999999
"Hancock, Kentucky",37.8280909,-86.761749
"Hardin, Kentucky",37.6565708,-86.0121573
"Harlan, Kentucky",36.8431441,-83.321848
"Harrison, Kentucky",38.4333045,-84.3542049
"Hart, Kentucky",37.3101304,-85.84862360000001
"Henderson, Kentucky",37.8361538,-87.59001339999999
"Henry, Kentucky",38.4268385,-85.14793639999999
"Hickman, Kentucky",36.5711721,-89.18617909999999
"Hopkins, Kentucky",37.3153093,-87.5791287
"Jackson, Kentucky",37.5531457,-83.38351349999999
"Jefferson, Kentucky",38.1938097,-85.64348700000001
"Jessamine, Kentucky",37.895573,-84.56414699999999
"Johnson, Kentucky",37.8048335,-82.8640623
"Kenton, Kentucky",38.9863872,-84.56414699999999
"Knott, Kentucky",37.3461117,-82.99316069999999
"Knox, Kentucky",36.9260578,-83.8897057
"Larue, Kentucky",37.5189552,-85.7256372
"Laurel, Kentucky",37.0693489,-84.1857115
"Lawrence, Kentucky",38.05267500000001,-82.7778579
"Lee, Kentucky",37.599443,-83.7199136
"Leslie, Kentucky",37.0698286,-83.3789389
"Letcher, Kentucky",37.1450963,-82.9590507
"Lewis, Kentucky",38.5079686,-83.3789389
"Lincoln, Kentucky",37.4751264,-84.6479124
"Livingston, Kentucky",37.2978634,-84.2149339
"Logan, Kentucky",36.869834,-86.86218269999999
"Lyon, Kentucky",37.0247261,-88.0900762
"Madison, Kentucky",37.7143001,-84.3121264
"Magoffin, Kentucky",37.730555,-83.03613759999999
"Marion, Kentucky",37.3328286,-88.0811349
"Marshall, Kentucky",36.8573767,-88.4016041
"Martin, Kentucky",37.5728764,-82.752659
"Mason, Kentucky",38.6194103,-83.8897057
"McCracken, Kentucky",37.03306070000001,-88.7108964
"McCreary, Kentucky",36.6973499,-84.4802606
"McLean, Kentucky",37.5644352,-87.2618328
"Meade, Kentucky",37.9601502,-86.21584969999999
"Menifee, Kentucky",37.9335368,-83.63484299999999
"Mercer, Kentucky",37.8258603,-84.8984775
"Metcalfe, Kentucky",37.0032438,-85.64348700000001
"Monroe, Kentucky",36.7484915,-85.7256372
"Montgomery, Kentucky",38.0314578,-83.8897057
"Morgan, Kentucky",37.9145713,-83.2934086
"Muhlenberg, Kentucky",37.17725009999999,-87.14228949999999
"Nelson, Kentucky",37.7647455,-85.47880649999999
"Nicholas, Kentucky",38.37676250000001,-84.05902900000001
"Ohio, Kentucky",37.5108523,-86.8220341
"Oldham, Kentucky",38.3560025,-85.47880649999999
"Owen, Kentucky",38.4965261,-84.8150781
"Owsley, Kentucky",37.4294933,-83.7199136
"Pendleton, Kentucky",38.4622879,-85.3035678
"Perry, Kentucky",37.3160706,-83.2077645
"Pike, Kentucky",37.4842087,-82.4752757
"Powell, Kentucky",37.8380647,-83.8260884
"Pulaski, Kentucky",37.0853508,-84.5222189
"Rockcastle, Kentucky",37.3743065,-84.3121264
"Rowan, Kentucky",38.177068,-83.46435509999999
"Russell, Kentucky",38.5173028,-82.6976631
"Scott, Kentucky",38.3172361,-84.56414699999999
"Shelby, Kentucky",38.1778076,-85.2308414
"Simpson, Kentucky",36.7772014,-86.6207943
"Spencer, Kentucky",38.0123167,-85.31362179999999
"Taylor, Kentucky",37.332884,-85.31362179999999
"Todd, Kentucky",36.8338638,-87.14228949999999
"Trigg, Kentucky",36.8473642,-87.77633329999999
"Trimble, Kentucky",38.6013284,-85.31362179999999
"Union, Kentucky",38.9458951,-84.68050099999999
"Warren, Kentucky",36.9886043,-86.49965460000001
"Washington, Kentucky",38.6161549,-83.80849719999999
"Wayne, Kentucky",36.7571907,-84.8567932
"Webster, Kentucky",37.4892188,-87.7369607
"Whitley, Kentucky",36.726335,-84.1857115
"Wolfe, Kentucky",37.75508689999999,-83.46435509999999
"Woodford, Kentucky",38.0721662,-84.7315563
"Acadia, Louisiana",30.2297347,-92.38136209999999
"Allen, Louisiana",31.835278,-93.288333
"Ascension, Louisiana",30.2017295,-90.9438468
"Assumption, Louisiana",29.9232544,-91.09693999999999
"Avoyelles, Louisiana",30.9711824,-92.0665197
"Beauregard, Louisiana",30.7611484,-93.33889169999999
"Bienville, Louisiana",32.3568222,-92.98043740000001
"Bossier, Louisiana",32.7551322,-93.66232389999999
"Caddo, Louisiana",32.7565316,-93.9737925
"Calcasieu, Louisiana",30.2089286,-93.33889169999999
"Caldwell, Louisiana",32.0669717,-92.0665197
"Cameron, Louisiana",29.79772119999999,-93.3251535
"Catahoula, Louisiana",30.214444,-91.708889
"Claiborne, Louisiana",32.7722557,-93.0175712
"Concordia, Louisiana",31.4808983,-91.63721500000001
"De Soto, Louisiana",32.0310567,-93.66232389999999
"East Baton Rouge, Louisiana",30.5693593,-91.09693999999999
"East Carroll, Louisiana",32.7570923,-91.2506002
"East Feliciana, Louisiana",30.8458948,-91.02032240000001
"Evangeline, Louisiana",30.7821781,-92.38136209999999
"Franklin, Louisiana",29.7960399,-91.5015002
"Grant, Louisiana",30.7885279,-92.9484868
"Iberia, Louisiana",29.4992629,-91.7538817
"Iberville, Louisiana",30.2899179,-91.4048249
"Jackson, Louisiana",30.8374036,-91.2176087
"Jefferson, Louisiana",29.96603709999999,-90.1531298
"Jefferson Davis, Louisiana",30.2672346,-92.8178291
"LaSalle, Louisiana",31.7002461,-92.2236667
"Lafayette, Louisiana",30.2114404,-92.0204121
"Lafourche, Louisiana",29.6952295,-90.52578229999999
"Lincoln, Louisiana",32.598888,-92.6983868
"Livingston, Louisiana",30.5021345,-90.7478737
"Madison, Louisiana",32.4401578,-91.28910359999999
"Morehouse, Louisiana",32.796224,-91.7538817
"Natchitoches, Louisiana",31.7607195,-93.08627489999999
"Orleans, Louisiana",29.95106579999999,-90.0715323
"Ouachita, Louisiana",32.4271852,-92.2236667
"Plaquemines, Louisiana",29.3240045,-89.4742177
"Pointe Coupee, Louisiana",30.6102166,-91.5983959
"Rapides, Louisiana",31.3635131,-92.58680950000002
"Red River, Louisiana",30.9842977,-91.96233269999999
"Richland, Louisiana",32.3887281,-91.7928402
"Sabine, Louisiana",31.4893252,-93.5003454
"St. Bernard, Louisiana",29.879791,-89.3226954
"St. Charles, Louisiana",29.9273657,-90.3371889
"St. Helena, Louisiana",30.8021866,-90.6773046
"St. James, Louisiana",30.0179292,-90.7913227
